"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
ATVI,78.81,-1.66,7576500,78.65,78.85,79.21,79.60,77.27,76.06,74.81,79.74,80.54,78.86,0,0,-0.08,-0.06,-4.31,
GILD,59.07,-0.94,7209800,59.29,59.64,60.34,63.64,66.68,67.30,67.74,60.61,63.47,68.92,0,0,-0.25,-0.21,-0.03,
BKR,15.57,-1.02,7022600,15.33,14.96,14.58,14.46,15.03,15.32,15.66,14.23,14.33,15.20,0,0,0.09,0.06,13.49,
ABBV,92.85,-0.90,7006900,90.06,88.39,87.51,88.73,89.42,89.24,88.94,86.20,89.24,92.38,0,0,-0.08,-0.12,2.44,
AMCR,11.52,0.09,6756900,11.15,11.06,11.04,10.96,10.68,10.59,10.52,11.07,11.07,10.74,0,0,-0.02,-0.02,4.51,
DIS,127.46,0.39,6259700,124.95,124.55,124.65,124.96,123.70,123.54,123.52,124.93,127.40,123.13,0,0,-0.10,-0.10,11.87,
FE,29.07,-1.09,6045500,29.93,30.44,30.67,31.06,33.34,34.24,35.07,31.35,29.80,33.57,0,0,0.04,0.07,1.55,
ABT,114.42,0.78,5644100,110.94,109.82,108.96,105.91,101.50,100.04,98.68,108.72,106.43,100.40,0,0,0.03,0.05,-4.40,
COG,16.44,-0.06,5567800,17.01,17.52,17.93,18.43,18.50,18.50,18.52,18.50,18.62,18.74,0,0,-0.04,-0.01,1.28,
DISH,27.71,1.17,5562000,26.75,26.68,27.00,29.08,30.15,30.37,30.57,26.83,30.17,31.76,0,0,-0.13,-0.15,1.23,
DRI,102.12,0.59,5172200,97.58,96.95,96.83,93.09,89.28,89.05,89.25,97.01,93.34,85.18,0,0,-0.30,-0.15,18.05,
FTI,5.81,-3.81,5013800,5.93,6.03,6.21,6.80,7.80,8.34,8.94,6.37,6.91,7.39,0,0,-0.05,-0.04,24.78,
FITB,23.21,-3.29,4930500,23.55,23.48,23.28,22.18,21.63,21.67,21.81,23.44,21.93,20.95,0,0,0.05,0.07,14.43,
DISCA,20.93,-2.33,4866300,20.83,20.78,20.91,21.46,22.04,22.34,22.65,20.76,21.86,21.75,0,0,-0.08,-0.08,5.69,
DXC,18.11,-7.51,4827900,18.85,18.93,18.99,18.85,19.19,19.75,20.54,19.34,19.17,18.00,0,0,-0.02,-0.0022,7.90,
FANG,24.74,-5.57,4655900,26.38,26.90,27.72,31.69,36.97,39.24,41.69,27.93,32.42,37.87,0,0,-0.22,-0.21,30.96,
AMZN,3311.37,-0.32,4647300,3218.18,3205.56,3203.67,3161.53,2986.39,2913.05,2841.64,3234.12,3220.17,3027.92,15,13,-5.06,-2.19,-5.06,
CNP,22.86,0.84,4481400,22.10,21.86,21.55,20.61,20.26,20.36,20.54,21.58,20.38,19.62,0,0,0.07,0.08,3.81,
BK,35.07,-1.49,4336500,35.28,35.49,35.68,36.02,36.72,37.10,37.53,36.21,35.95,36.80,0,0,-0.05,-0.01,11.66,
AES,20.41,-2.67,4317800,20.27,20.13,19.89,18.66,17.51,17.28,17.10,20.03,18.71,16.57,0,0,0.07,0.07,2.74,
BRK.B,208.85,0.67,4305600,206.70,207.00,208.03,208.24,204.85,204.19,203.80,208.48,212.30,200.58,0,0,-0.44,-0.35,6.06,
CFG,27.71,-4.15,4255900,27.83,27.72,27.55,26.77,26.53,26.71,26.98,27.68,26.63,25.89,0,0,0.02,0.04,16.67,
D,83.70,0.67,4053300,82.54,82.07,81.58,80.44,80.09,80.04,79.98,81.56,79.78,80.31,0,0,0.06,0.07,0.38,
AFL,36.90,-0.81,3970300,36.32,36.25,36.35,36.60,37.31,37.80,38.35,36.46,36.76,36.62,0,0,-0.09,-0.06,12.44,
DD,59.62,-0.95,3817300,58.99,58.72,58.45,57.25,55.52,55.11,54.79,58.64,57.63,55.49,0,0,0.04,0.05,3.42,
ADI,133.50,2.38,3814600,125.99,124.18,122.80,119.79,117.42,116.71,116.06,123.16,118.90,118.52,0,0,0.08,0.15,1.74,
CRM,260.15,-0.03,3798600,249.89,248.61,248.85,240.58,222.80,217.18,212.14,250.91,246.53,216.93,0,0,-0.83,-0.45,-0.33,
CNC,67.93,0.07,3666000,65.18,64.58,64.02,62.77,62.52,62.35,62.14,64.78,61.49,63.08,0,0,0.05,0.12,1.31,
CI,201.47,-5.93,3648400,194.04,187.96,183.13,178.05,179.39,179.92,180.32,180.31,175.31,181.15,0,0,0.48,0.39,4.83,
BEN,19.41,-3.58,3496900,19.78,20.20,20.63,21.00,21.11,21.28,21.51,21.45,21.09,21.07,0,0,-0.10,-0.05,5.20,
CL,83.03,0.02,3481300,81.81,80.96,80.20,78.31,76.42,75.84,75.31,80.09,78.34,76.05,0,0,0.07,0.08,-1.51,
DISCK,18.88,-2.48,3443500,18.85,18.81,18.91,19.41,20.00,20.31,20.63,18.77,19.78,19.66,0,0,-0.07,-0.06,6.51,
CARR,38.95,1.96,3443000,36.72,35.70,34.65,31.63,28.02,26.80,25.69,34.26,31.60,27.84,0,0,0.18,0.16,-0.39,
BAX,78.93,1.50,3141100,78.10,78.54,79.08,80.97,82.58,82.91,83.12,79.57,81.26,83.64,0,0,-0.08,-0.06,2.58,
AXP,96.69,-1.45,3126300,96.18,96.77,97.93,99.42,99.85,100.36,100.97,99.26,100.60,99.20,0,0,-0.48,-0.32,21.39,
ADM,48.27,0.75,3125400,48.18,48.57,48.69,47.10,44.89,44.33,43.89,49.47,47.18,43.91,0,0,0.05,0.09,2.11,
DOW,48.23,-1.51,3061500,47.75,47.68,47.73,46.90,45.21,44.88,44.69,47.93,47.57,44.56,0,0,-0.07,-0.04,8.07,
CAT,161.29,-1.10,2983000,161.01,161.02,160.31,152.97,144.72,142.67,141.04,162.94,152.38,141.15,0,0,0.25,0.39,5.91,
CF,27.33,-0.04,2970600,27.22,27.43,27.98,29.77,30.85,31.35,31.91,27.85,30.93,30.62,0,0,-0.21,-0.19,5.96,
ED,77.80,-2.42,2928800,79.56,79.98,79.99,78.08,77.66,77.95,78.32,80.90,76.79,75.32,0,0,0.0037,0.09,1.90,
CSX,86.18,-0.98,2890600,83.78,82.40,81.22,78.17,75.32,74.60,74.04,80.75,78.19,74.50,0,0,0.13,0.12,2.34,
BWA,36.43,-1.59,2832000,36.50,36.91,37.49,38.29,37.39,37.10,36.90,37.83,39.53,37.61,0,0,-0.15,-0.12,4.28,
FISV,103.07,0.89,2825900,100.28,99.77,99.87,100.26,100.85,101.09,101.26,99.96,100.14,100.75,0,0,-0.30,-0.21,5.85,
ALB,112.22,6.37,2609200,101.17,98.73,96.92,92.84,87.75,86.19,84.86,95.95,93.77,87.30,0,0,0.14,0.13,4.02,
ETSY,146.28,1.84,2591100,138.36,137.70,137.01,128.75,114.76,109.93,105.49,140.55,128.79,114.49,7,0,-0.23,0.15,-17.15,
EW,78.03,0.62,2585500,76.26,76.79,77.82,78.85,77.44,76.89,76.35,79.37,80.54,76.81,0,0,-0.39,-0.25,7.65,
CTVA,33.70,-0.71,2576800,33.28,33.08,32.70,30.90,29.50,29.18,28.94,33.21,30.47,28.92,0,0,0.08,0.11,2.79,
COF,77.77,-1.18,2559600,76.59,76.24,75.95,73.38,72.01,72.28,72.79,76.59,72.96,69.62,0,0,-0.11,-0.0043,11.80,
CXO,42.39,-2.84,2435900,43.18,43.58,44.13,46.51,50.06,51.60,53.29,44.81,46.62,50.57,0,0,-0.12,-0.09,14.48,
EQR,51.52,-1.04,2433200,50.70,50.57,50.97,53.16,56.50,57.85,59.16,50.80,53.61,55.94,0,0,-0.28,-0.23,15.06,
DUK,93.44,-0.83,2380500,93.58,93.22,92.42,88.75,87.09,86.97,86.94,92.92,86.81,85.35,0,0,0.15,0.22,2.10,
EMR,70.12,-0.50,2348900,68.88,68.52,68.32,67.37,65.85,65.52,65.31,68.63,68.14,65.42,0,0,-0.03,0.0042,8.80,
DHR,245.46,2.13,2343300,238.30,235.47,231.69,217.74,202.55,197.74,193.29,231.74,216.11,199.25,0,0,0.86,0.86,-4.76,
DHI,70.61,-3.15,2305200,71.16,71.44,72.12,71.35,66.88,65.34,63.94,73.00,73.32,66.43,0,0,-0.38,-0.24,-8.02,
CAH,52.64,-0.79,2255600,50.07,49.22,48.69,49.04,49.95,50.13,50.24,48.41,48.62,51.25,0,0,0.02,0.01,5.26,
DLR,146.68,-0.56,2211100,147.58,148.70,149.71,149.93,147.30,146.02,144.69,151.93,150.46,147.97,0,0,-0.29,-0.10,-5.77,
AEP,90.92,0.23,2145700,90.79,90.70,89.99,86.67,85.57,85.59,85.67,90.87,84.41,84.03,0,0,0.23,0.29,-0.73,
FAST,46.98,1.38,2136600,45.74,45.31,45.13,45.08,43.81,43.20,42.58,44.91,45.75,44.63,0,0,-0.07,-0.06,-2.11,
AMGN,231.67,-0.13,2028500,227.04,227.02,229.35,236.66,236.63,235.57,234.24,228.34,240.44,239.65,0,0,-1.24,-1.07,1.44,
FLS,28.65,-9.39,2005900,30.01,29.88,29.62,29.16,29.77,30.32,30.95,29.68,29.04,28.90,0,0,0.08,0.08,12.22,
ADBE,494.63,-0.37,1956300,479.30,478.08,479.88,475.69,451.58,441.84,432.31,484.48,485.43,455.12,0,0,-1.57,-0.97,-4.75,
COST,385.66,0.11,1950200,376.68,374.23,371.47,357.57,342.49,337.92,333.65,374.50,356.44,336.06,8,0,0.32,0.59,-5.36,
EXPE,103.27,0.16,1926400,99.48,98.08,96.90,93.88,91.35,91.34,91.74,96.01,95.08,89.61,0,0,0.19,0.14,24.57,
ADP,166.23,2.16,1902300,161.84,158.52,154.63,146.96,145.86,146.27,146.82,153.28,143.28,144.30,0,0,0.73,0.65,2.20,
FDX,279.77,0.25,1894800,274.00,273.13,270.96,246.50,215.77,207.77,201.34,275.38,248.25,200.22,14,15,0.37,0.79,-5.68,
EXR,112.72,-1.04,1876000,115.13,115.34,114.85,110.69,106.71,105.92,105.36,115.50,110.63,104.00,0,0,0.26,0.28,-5.15,
FTV,68.37,0.62,1828000,65.82,65.38,65.19,63.55,61.26,60.74,60.37,65.46,63.61,60.30,0,0,-0.12,-0.04,2.87,
DFS,67.91,-0.86,1813100,67.31,66.48,65.25,60.34,57.61,57.58,57.87,65.40,59.04,55.00,0,0,0.23,0.27,12.19,
AIV,25.86,-2.60,1761000,28.20,29.66,31.12,33.92,36.03,36.81,37.58,32.11,34.51,36.19,0,0,-0.31,-0.23,11.29,
BLL,97.46,0.31,1728500,94.20,92.89,91.38,85.63,80.48,79.12,77.94,91.69,84.88,78.20,0,0,0.28,0.31,-4.60,
CB,137.69,0.70,1724900,134.00,131.47,128.61,124.76,125.24,125.96,126.80,126.89,122.82,125.52,0,0,0.70,0.53,6.75,
BBY,123.06,0.00,1670000,119.37,118.11,116.98,111.25,102.94,100.35,98.04,117.72,112.75,100.51,0,0,0.07,0.16,-9.80,
DRE,40.78,0.47,1663900,39.92,39.47,39.11,38.32,37.39,37.08,36.78,39.02,38.29,37.39,0,0,0.0015,0.02,-5.20,
FLT,232.11,-3.29,1609700,234.16,235.32,237.06,240.90,244.80,246.37,247.85,240.24,240.31,247.57,0,0,-0.59,-0.33,15.95,
ANTM,313.32,-1.96,1606400,305.20,300.44,295.78,283.98,278.07,276.95,276.15,296.93,280.12,276.31,10,5,0.57,0.77,2.90,
CME,150.59,0.09,1566100,152.14,154.40,157.39,164.00,169.45,171.38,173.17,159.24,166.44,169.22,0,0,-0.83,-0.63,7.85,
FIS,133.14,0.41,1564900,131.68,133.20,135.79,140.64,140.38,139.89,139.29,137.32,143.56,141.70,0,0,-0.83,-0.64,6.42,
CAG,36.07,-0.25,1561100,36.14,36.32,36.47,36.43,35.64,35.28,34.92,36.90,36.67,35.96,0,0,-0.04,-0.0086,-4.69,
DLTR,95.53,0.45,1538800,94.07,93.70,93.40,92.91,92.07,91.92,91.90,94.14,93.37,93.10,0,0,0.02,0.06,0.36,
ALL,91.15,0.82,1507500,90.90,90.87,91.10,92.38,94.31,95.04,95.72,91.02,92.60,94.06,0,0,-0.15,-0.13,3.01,
AON,190.35,2.68,1486800,187.65,190.93,194.78,198.97,198.17,197.76,197.29,199.24,200.51,198.26,0,0,-1.01,-0.62,1.34,
DE,247.64,0.66,1481600,238.98,236.71,234.41,219.71,201.35,196.42,192.30,235.95,221.29,192.89,0,0,0.17,0.39,0.50,
EIX,58.32,-1.79,1476100,58.07,57.82,57.23,55.46,56.12,56.70,57.31,57.85,53.90,55.15,0,0,0.20,0.22,4.18,
CMA,44.95,-3.27,1462300,45.43,44.94,44.10,41.73,41.47,42.08,42.96,43.88,41.18,39.66,0,0,0.24,0.21,19.98,
CDNS,125.50,1.15,1457600,118.48,116.00,113.98,109.09,102.47,100.02,97.67,114.07,109.25,103.46,0,0,0.13,0.18,-5.52,
ACN,236.29,0.98,1417600,228.41,226.72,226.35,226.30,220.33,217.90,215.57,226.35,230.66,222.29,0,0,-0.25,-0.22,1.66,
FOX,25.60,-2.90,1400000,26.05,26.23,26.53,26.96,27.30,27.54,27.84,26.56,27.26,27.11,0,0,-0.12,-0.10,2.28,
CTSH,74.22,-0.03,1394700,73.03,72.76,72.39,69.66,66.22,65.37,64.74,72.93,69.85,64.25,0,0,0.03,0.09,-0.46,
CHRW,90.62,2.05,1362100,90.29,92.23,94.64,96.24,92.12,90.71,89.52,96.60,98.99,91.46,0,0,-0.69,-0.48,3.64,
AVGO,380.62,-0.07,1354500,367.97,366.26,365.94,356.13,338.30,332.96,328.28,368.97,358.94,334.59,0,0,-0.67,-0.25,-1.33,
ALK,38.26,-2.35,1340000,38.31,38.33,38.38,38.20,38.83,39.55,40.44,38.61,38.53,37.59,0,0,0.01,0.02,19.99,
BDX,236.62,0.84,1333700,236.09,236.27,236.23,239.28,243.39,244.40,245.20,236.92,238.22,245.04,0,0,0.14,0.14,1.56,
ALXN,125.26,-0.14,1330700,121.63,120.73,119.96,115.78,112.12,111.31,110.74,120.85,114.18,111.85,0,0,-0.06,0.08,-0.30,
EVRG,55.04,-0.27,1329200,55.58,55.48,55.05,54.60,56.04,56.59,57.08,55.27,52.93,56.78,0,0,0.20,0.18,5.36,
AEE,81.85,-0.75,1262500,82.61,82.53,82.16,80.42,78.86,78.48,78.15,82.42,80.17,77.74,0,0,0.12,0.13,1.45,
BXP,73.41,-1.78,1254000,74.57,75.12,76.30,81.06,87.03,89.44,91.84,76.16,81.89,86.37,0,0,-0.45,-0.40,20.92,
FLIR,34.75,-2.52,1246300,35.33,35.47,35.66,36.55,38.32,39.02,39.71,35.94,35.93,38.89,0,0,-0.08,-0.05,6.04,
DTE,123.86,-1.01,1238700,124.57,123.93,122.70,118.89,116.35,116.03,115.92,122.62,118.58,114.47,0,0,0.41,0.36,4.00,
ETN,109.96,0.14,1212500,108.19,107.67,107.08,103.55,98.93,97.61,96.45,107.70,104.12,97.20,0,0,0.07,0.13,3.22,
AMT,242.15,0.93,1181400,237.50,237.17,238.00,243.07,244.70,244.10,243.07,237.99,243.98,251.14,0,0,-0.47,-0.42,-1.72,
ES,92.78,0.63,1166500,91.47,91.14,90.58,88.28,86.86,86.47,86.08,91.37,87.04,86.26,0,0,0.07,0.15,0.81,
FTNT,117.21,-1.92,1126200,117.15,118.68,120.24,123.31,123.50,122.61,121.39,123.67,123.06,129.79,0,0,-0.30,-0.11,-0.09,
CPB,47.99,-0.15,1104700,47.79,47.83,47.91,48.38,48.67,48.63,48.52,48.16,48.65,49.04,0,0,-0.05,-0.03,-3.90,
CLX,218.08,2.39,1078200,213.76,213.18,213.06,214.48,210.86,208.36,205.65,213.46,215.24,216.86,0,0,-0.15,-0.11,-10.62,
FRT,68.93,-4.40,1071300,71.29,71.92,72.89,76.02,80.53,82.68,84.94,73.24,76.94,79.94,0,0,-0.33,-0.27,32.90,
AKAM,101.63,-1.05,1070500,100.26,101.39,103.33,106.83,105.94,105.07,104.08,105.07,108.66,107.82,0,0,-0.65,-0.47,-2.32,
ARE,157.12,-0.80,1069300,156.69,157.00,158.02,161.25,161.29,160.85,160.29,158.56,162.92,163.48,0,0,-0.48,-0.37,-1.94,
CMS,64.18,-0.40,1057400,64.46,64.50,64.30,62.95,61.96,61.75,61.57,64.83,62.37,61.16,0,0,0.08,0.11,3.05,
CBRE,52.27,-1.23,1055600,51.34,50.39,49.59,48.02,47.40,47.47,47.60,48.99,47.94,46.57,0,0,0.02,0.02,11.25,
CHD,90.50,0.52,1038700,89.76,90.05,90.60,90.69,87.34,86.06,84.86,91.30,92.79,87.06,0,0,-0.18,-0.13,-6.27,
A,112.54,1.99,1036600,108.25,106.97,105.79,101.74,96.77,95.17,93.69,105.84,101.61,96.35,0,0,0.13,0.17,-0.04,
CERN,72.96,0.77,1030700,72.24,72.19,72.17,71.79,71.21,71.02,70.84,72.61,71.94,71.19,0,0,-0.02,0.0083,1.25,
CTXS,118.89,-0.44,1019400,118.19,120.29,123.78,132.20,134.76,134.38,133.63,126.78,134.48,139.59,0,0,-1.20,-0.89,-3.57,
FFIV,144.37,2.50,1016500,137.39,135.11,132.90,130.95,131.86,132.18,132.56,132.15,128.49,135.12,0,0,0.40,0.34,7.34,
GD,139.32,0.12,999000,137.73,137.61,138.27,141.93,145.29,146.66,148.10,138.40,143.57,146.72,0,0,-0.39,-0.33,5.61,
APTV,104.48,-0.29,992000,101.27,100.04,98.59,92.66,87.35,86.14,85.25,98.82,91.65,85.50,0,0,0.21,0.28,2.12,
AVB,147.95,-0.20,956100,146.33,145.96,146.81,150.53,155.92,158.40,160.91,146.56,151.85,153.95,0,0,-0.74,-0.58,11.31,
EL,238.64,0.75,945500,230.90,229.00,227.05,218.83,209.61,207.05,204.77,227.30,219.64,207.14,0,0,0.37,0.41,3.17,
AOS,54.56,1.37,943100,53.50,53.57,53.66,52.41,50.39,49.83,49.38,54.18,52.17,50.23,0,0,-0.10,-0.02,-2.62,
AME,110.32,1.16,942400,106.14,105.34,104.84,101.90,98.01,96.94,96.01,105.70,102.39,97.01,0,0,-0.08,0.03,3.40,
EXPD,88.32,1.04,931200,88.48,89.43,90.18,88.95,85.21,84.03,83.01,91.51,90.03,84.10,0,0,-0.09,-0.01,-1.14,
DXCM,361.32,1.75,927200,350.38,356.63,365.99,386.16,379.42,371.88,363.09,374.28,395.59,401.14,0,0,-2.28,-1.68,-4.84,
DG,221.40,1.55,926200,216.16,215.42,214.79,208.54,199.09,195.72,192.43,216.46,208.20,198.85,0,0,-0.16,0.06,-4.93,
ECL,199.39,1.51,914800,194.24,194.48,195.66,197.97,197.52,197.03,196.45,197.09,198.81,201.22,0,0,-0.49,-0.33,8.78,
ABC,103.95,-1.39,909600,102.06,100.70,99.59,98.31,97.02,96.39,95.74,99.04,97.73,98.72,0,0,0.13,0.11,2.22,
ANET,263.00,2.33,881700,242.84,234.10,227.53,220.14,218.75,218.68,218.86,224.79,216.12,220.99,0,0,0.31,0.33,-0.50,
CCI,164.07,0.71,877200,161.55,161.31,161.68,162.79,161.88,160.99,159.90,162.13,162.60,164.94,0,0,-0.38,-0.26,-1.40,
DGX,126.91,-0.89,869000,125.98,124.95,123.28,119.24,116.27,115.24,114.26,123.19,116.99,117.73,0,0,0.55,0.49,-5.19,
DOV,116.42,-0.81,858300,115.09,114.36,113.66,110.92,107.50,106.59,105.81,113.78,111.75,106.07,0,0,0.10,0.11,2.83,
FRC,129.77,1.61,855600,127.36,126.74,125.20,118.95,114.41,113.23,112.21,126.64,116.82,113.52,0,0,0.47,0.54,5.76,
APH,120.34,0.74,832000,117.24,116.28,115.15,110.90,106.25,104.97,103.89,115.40,110.79,105.42,0,0,0.22,0.25,1.04,
ADSK,259.41,1.36,819100,250.55,248.84,246.89,240.50,230.47,226.41,222.40,249.47,240.50,236.06,0,0,0.55,0.62,1.23,
ETR,104.91,-1.79,790400,105.59,105.53,105.11,102.71,102.23,102.48,102.77,105.95,101.21,100.40,0,0,0.10,0.17,4.04,
EFX,150.07,-1.04,776300,148.83,149.58,151.60,156.76,156.78,155.99,155.00,153.51,158.79,162.30,0,0,-0.86,-0.62,1.22,
BF.B,75.27,0.21,772400,73.55,73.43,73.82,73.73,71.47,70.66,69.89,74.09,75.22,70.86,0,0,-0.29,-0.21,2.27,
ALLE,102.83,-1.25,749700,102.15,101.90,101.81,101.60,102.30,102.68,103.02,102.61,101.24,101.87,0,0,-0.11,-0.03,8.79,
APD,306.72,1.11,745400,294.28,292.07,291.91,289.49,277.71,273.27,269.01,291.76,294.13,277.45,0,0,-0.73,-0.54,1.94,
AWK,161.13,1.85,744800,156.81,155.66,154.35,148.85,142.88,141.04,139.32,154.99,147.83,140.95,0,0,0.11,0.22,0.74,
AJG,110.51,0.67,736000,108.66,107.92,107.37,105.47,102.42,101.38,100.40,107.51,105.68,102.68,0,0,-0.02,0.02,-0.48,
AAP,156.38,-0.03,725600,154.29,153.57,153.41,152.32,148.40,147.36,146.63,153.47,154.46,149.17,0,0,-0.22,-0.15,0.16,
CMI,229.05,-0.23,724400,226.18,224.54,222.55,213.11,200.39,196.58,193.25,222.86,214.51,197.31,0,0,0.31,0.38,-0.03,
CPRT,123.72,-0.19,719600,118.97,116.99,115.15,108.20,101.05,99.06,97.27,115.51,108.02,98.31,0,0,0.14,0.23,-1.93,
CHTR,644.49,-0.44,693000,621.16,614.59,613.25,606.36,582.30,572.90,563.56,613.02,615.73,580.68,0,0,-2.07,-1.49,-4.85,
CDW,138.05,-0.09,676100,132.37,130.19,128.18,122.25,119.00,118.45,118.01,128.74,119.60,117.43,0,0,0.14,0.26,4.27,
ALGN,477.85,-2.86,664400,466.22,447.57,422.26,361.75,323.37,313.89,306.14,409.07,346.06,312.43,11,10,7.43,5.87,-0.18,
CTLT,103.31,0.81,647700,97.79,95.64,93.83,89.16,83.18,81.01,78.93,93.58,89.00,83.84,0,0,0.14,0.18,-1.36,
CBOE,84.65,1.93,638500,83.84,83.39,83.58,86.38,90.39,91.84,93.18,82.65,87.07,90.90,0,0,-0.23,-0.25,3.01,
CE,119.69,0.02,619800,117.51,116.85,115.97,110.27,104.63,103.59,102.96,116.92,110.16,100.95,0,0,0.10,0.20,5.48,
FBHS,88.14,-1.11,597800,86.37,85.82,85.70,83.22,77.41,75.54,73.86,85.99,85.21,76.18,0,0,-0.22,-0.12,-9.17,
ESS,227.16,0.46,549700,218.89,214.10,211.16,212.73,222.56,226.83,231.02,207.37,211.45,222.05,0,0,-0.17,-0.25,12.01,
DVA,98.62,0.48,517100,94.21,92.40,90.92,87.96,85.16,84.10,83.03,90.42,87.80,84.95,0,0,0.19,0.17,3.76,
ATO,93.64,-1.45,507200,94.81,94.95,95.11,96.52,98.58,99.25,99.84,95.14,96.38,99.09,0,0,-0.04,-0.03,4.43,
EMN,85.03,-1.61,506200,84.26,84.05,83.70,80.52,76.57,75.59,74.86,84.62,80.03,75.97,0,0,0.04,0.12,6.24,
BLK,654.90,-1.99,493900,640.91,633.60,625.24,598.55,573.54,565.51,558.08,632.13,592.52,574.53,17,16,1.43,1.87,1.70,
DPZ,399.85,0.92,477600,391.70,391.75,394.09,397.36,387.61,382.30,376.69,392.92,403.17,393.50,1,0,-1.25,-1.04,-5.83,
EQIX,794.39,1.71,471500,772.28,772.39,775.37,770.07,743.74,732.43,720.91,784.94,775.62,746.57,12,11,-2.41,-1.21,-6.44,
